,rest_id,rest_name,locality,cuisines,cost_for_two,ratings,votes
272,17113590,Latitudes,Anderson Township,"['International', 'Mediterranean', 'Burger']",$$,3.9,81
273,17116594,Tavern on the Bend,Monfort Heights/White Oak,"['Burger', 'Bar Food', 'Sandwich']",$,4.0,59
274,17112948,First Watch,Downtown,"['Breakfast', 'Diner', 'Sandwich']",$,4.0,93
275,17111919,Ando Japanese Restaurant,Blue Ash,"['Asian', 'Japanese', 'Sushi']",$$,4.2,84
276,17114632,Sky Galley,East End/Mount Washington,['American'],$$,3.9,81
277,17114505,The Root Beer Stand,Sharonville,"['Burger', 'Fast Food']",$,4.1,82
278,17117331,Buona Terra: Gelato - Macarons - Crepes,Hyde Park/Mount Lookout,"['Desserts', 'Ice Cream']",$,4.0,62
279,17111892,Akash India,Downtown,"['Indian', 'Pakistani']",$$,3.9,90
280,17113675,Lu Lu's Noodle & Rice Shop,Springdale,"['Asian', 'Chinese', 'Thai']",$,4.1,92
281,17116826,El Jinete,Montgomery,['Mexican'],$,3.9,48
282,17113971,Nectar,Hyde Park/Mount Lookout,"['American', 'International', 'Southwestern']",$$$,4.0,75
283,17116577,Blinkers Tavern,Covington,"['Burger', 'Seafood', 'Steak']",$$,3.9,69
284,17113766,Maury's Tiny Cove Steak House,Cheviot/Westwood,"['Burger', 'Seafood', 'Steak']",$$$,3.9,79
285,17117674,Hang Over Easy,Clifton/Avondale,"['Fast Food', 'Sandwich']",$,3.9,58
286,17117344,SwampWater Grill & Smokehouse,East End/Mount Washington,"['BBQ', 'Seafood', 'Cajun']",$$,3.8,52
287,17112334,Busken Bakery,Hyde Park/Mount Lookout,['Desserts'],$,4.0,65
288,17114428,Red Pepper,Clifton/Avondale,"['Asian', 'Chinese']",$,3.8,88
289,17112240,Bronte Bistro,Hyde Park/Mount Lookout,"['American', 'Breakfast', 'Healthy Food']",$$,3.9,78
290,17116723,Sushi Monk,West Chester,"['Japanese', 'Seafood', 'Sushi']",$$$,3.8,65
291,17115252,Wild Mike's,Cheviot/Westwood,"['Burger', 'Bar Food']",$,4.2,90
292,17117460,Piada Italian Street Food,Hyde Park/Mount Lookout,"['Italian', 'Sandwich', 'Healthy Food']",$,3.8,73
293,17117144,Mellow Mushroom,West Chester,"['Italian', 'Pizza', 'Sandwich']",$$,3.5,74
294,17116243,Bucks Tavern,Landen,"['Burger', 'Bar Food', 'Sandwich']",$,3.9,38
295,17116978,Royal Taj,Anderson Township,['Indian'],$,3.8,82
296,17114498,Ron's Roost,Cheviot/Westwood,['German'],$$,3.8,82
297,17112390,Cancun Restaurante & Cantina,Cheviot/Westwood,['Mexican'],$,4.1,94
298,17113331,Ingredients,Downtown,"['Pizza', 'Sandwich']",$,3.9,84
299,17117197,Marion's Piazza,Mason,"['Italian', 'Pizza', 'Sandwich']",$,3.3,65
300,17112386,Campanello's Italian Cuisine,Downtown,"['Italian', 'Pizza']",$$,3.7,74
301,17117604,Pontiac Bourbon & BBQ,Over-the-Rhine/Mount Auburn,['BBQ'],$,3.7,62
302,17112161,Blue Gibbon Chinese,St Bernard/Elmwood Place,['Chinese'],$$,4.0,77
303,17116413,Bangkok Terrace,Blue Ash,"['Asian', 'Thai']",$$,4.2,76
304,17111895,Alabama Fish Bar,Over-the-Rhine/Mount Auburn,"['American', 'Seafood', 'Southern']",$,4.7,71
305,17115050,Tucker's Restaurant,Over-the-Rhine/Mount Auburn,"['American', 'Diner', 'Vegetarian']",$,4.1,81
306,17116406,Giuseppe's Pizzeria,Covington,"['Pizza', 'Sandwich']",$,4.5,60
307,17117525,Prime Cincinnati,Downtown,['Steak'],$$$$,3.4,25
308,17115047,Trotta's Pizza,Cheviot/Westwood,"['Pizza', 'Sandwich']",$$,4.3,83
309,17113422,Jo An Japanese,Erlanger,"['Japanese', 'Sushi']",$$,3.9,80
310,17117195,Wurst Bar in the Square,Hyde Park/Mount Lookout,['Bar Food'],$$,3.8,60
311,17113514,Korea House,Symmes,"['Asian', 'Korean', 'Sushi']",$$,3.9,82
312,17112126,Benihana - Cincinnati,Springdale,"['Japanese', 'Steak', 'Sushi']",$$$,3.8,74
313,17116966,Goodfellas Pizzeria,Covington,['Pizza'],$,3.9,76
314,17117534,Salazar,Over-the-Rhine/Mount Auburn,['European'],$$$,3.9,66
315,17115762,Bagel & Deli Shop,Oxford,[],$,4.5,96
316,17116435,Quatman Cafe,Mason,['Burger'],$,4.1,66
317,17116267,La Pinata Restaurant,Colerain Township,['Mexican'],$,4.3,69
318,17116611,Dutch's,Hyde Park/Mount Lookout,['Bar Food'],$$,4.0,73
319,17115996,Quaker Steak & Lube,Colerain Township,"['Burger', 'Bar Food', 'Sandwich']",$$,3.9,75
320,17113176,Goodies,College Hill/Mt Healthy,"['BBQ', 'Southern']",$,4.1,62
321,17112912,Famous Dave's,Florence,"['BBQ', 'Southern']",$$,3.9,74
322,17112163,Blue Jay,Northside,"['Breakfast', 'Burger', 'Diner']",$,4.2,71
323,17112626,The Cone,West Chester,"['Desserts', 'Ice Cream']",$,4.2,82
324,17112416,Carrabba's Italian Grill,Mason,['Italian'],$$,3.7,76
325,17115928,Yagööt Frozen Yogurt,Norwood,"['Desserts', 'Beverages']",$,4.1,86
326,17113531,Lake Nina Restaurant and Tavern,Colerain Township,"['American', 'Bar Food', 'Seafood']",$$,4.0,30
327,17113253,Hathaway's,Downtown,"['Breakfast', 'Diner', 'Sandwich']",$,3.9,68
328,17115024,Tokyo Japanese Restaurant,Sharonville,"['Japanese', 'Sushi']",$$,4.0,62
329,17116984,Brooklyn Pizza & Pasta,Montgomery,"['Italian', 'Pizza', 'Sandwich']",$$,4.0,67
330,17114363,The Pub Crestview Hills,Crestview Hills,"['Burger', 'Bar Food']",$$,3.8,58
331,17114962,Taj Mahal Indian Cuisine,College Hill/Mt Healthy,"['Indian', 'Vegetarian']",$$,4.2,72
332,17116533,Smashburger,West Chester,"['Burger', 'Fast Food']",$,3.8,62
333,17113715,Main Street Cafe,Newtown,"['American', 'Burger']",$,4.1,69
334,17112583,City Barbeque,West Chester,"['BBQ', 'Southern']",$,3.9,84
335,17117484,Ruth's Parkside Cafe,Northside,"['American', 'Vegetarian']",$$,3.9,50
336,17117447,Cooper's Hawk Winery & Restaurants,Deer Park/Madeira,"['American', 'International']",$$$,3.7,55
337,17112210,Bonomini Bakery,Northside,['Desserts'],$,4.3,74
338,17117267,Margaritaville,Downtown,"['American', 'Burger', 'Bar Food']",$$,2.2,47
339,17112677,Currito,Clifton/Avondale,"['Fast Food', 'Beverages', 'Tex-Mex']",$,4.0,78
340,17117250,Pizzelii Brick Oven Pizza,Plaineville,"['Pizza', 'Healthy Food']",$,3.8,65
341,17113058,Gabby's Cafe,Wyoming/Arlington Heights/Reading,"['American', 'Italian', 'Pizza']",$$,4.1,76
342,17117332,Chuy's,Deer Park/Madeira,"['Mexican', 'Tex-Mex']",$$,3.6,66
343,17117265,Bobby's Burger Palace,Downtown,"['Burger', 'Desserts', 'Sandwich']",$,3.6,68
344,17113469,Kenning's Circle K,Cheviot/Westwood,"['American', 'Steak']",$$,3.8,48
345,17115085,Vincenzo's Ristorante Italiano,Sharonville,"['Italian', 'Seafood']",$$$,4.0,68
346,17112081,Bar Louie,Campbell County,"['Burger', 'Bar Food', 'Sandwich']",$$,3.7,63
347,17116322,Stone Creek Dining Company,West Chester,"['American', 'Steak']",$$$,3.8,57
348,17112501,China Foods,Clifton/Avondale,['Chinese'],$,4.3,73
349,17115483,Kreimer's Bier Haus,Cleves,"['German', 'Bar Food', 'Steak']",$$$,3.8,63
350,17116480,Apple Tree Cafe,Deer Park/Madeira,"['American', 'Breakfast', 'Burger']",$,3.8,49
351,17114308,Pizza Tower,Loveland,"['Italian', 'Pizza', 'California']",$,3.7,64
352,17113066,Gas Light Cafe,Oakley/Pleasant Ridge,"['American', 'Burger', 'Sandwich']",$,4.0,62
353,17116233,Rudino's Pizza & Grinders,Montgomery,"['Italian', 'Pizza', 'Sandwich']",$$,3.9,46
354,17116195,Raya Lebanese Restaurant,Downtown,"['Mediterranean', 'Middle Eastern', 'Vegetarian']",$,4.2,62
355,17113918,Molly Malone's Irish Pub & Restaurant,Covington,"['Breakfast', 'European', 'Bar Food']",$$,4.0,74
356,17117863,Revolution Rotisserie & Bar,Over-the-Rhine/Mount Auburn,"['Sandwich', 'Bar Food']",$,3.5,29
357,17116366,Le's Pho and Sandwiches,Downtown,"['Asian', 'Sandwich', 'Vietnamese']",$,4.0,58
358,17112745,Chandler's Burger Bistro,Delhi,"['Burger', 'Sandwich']",$,3.5,22
359,17114368,Putz's Creamy Whip,Cheviot/Westwood,"['Desserts', 'Sandwich']",$,4.0,72
360,17113717,Maki Express,Clifton/Avondale,"['Japanese', 'Sushi']",$,4.1,69
361,17113892,Mimi's Cafe,Mason,"['Breakfast', 'French', 'International']",$$,3.6,64
362,17112219,Bourbon House Pizza,Florence,"['Italian', 'Pizza', 'Sandwich']",$,4.2,59
363,17117461,Sichuan Chili,Sharonville,"['Chinese', 'Vegetarian']",$$,3.7,50
364,17114497,Rincon Mexicano,Union Township,"['Mexican', 'Tex-Mex']",$$,4.0,67
365,17117581,Joe Luigi's Pizza,Batavia,"['Pizza', 'Sandwich', 'Healthy Food']",$,3.4,14
366,17113679,Lucky Dog Grille,Mason,"['Burger', 'Bar Food', 'Sandwich']",$,3.8,57
367,17822885,Taft’s Ale House,Over-the-Rhine/Mount Auburn,['Bar Food'],$$,3.7,36
368,17117021,Lin's Pad Thai,Cheviot/Westwood,"['Asian', 'Chinese', 'Thai']",$$,4.0,51
369,17114018,O'Bryon's Irish Pub,Hyde Park/Mount Lookout,"['Burger', 'British', 'Bar Food']",$,4.0,68
370,17112077,Ban Thai,Union Township,"['International', 'Thai']",$$,4.1,73
371,17117655,Mac's Pizza Pub,Landen,"['Burger', 'Pizza', 'Bar Food']",$,3.6,53
372,17117720,Cheapside Cafe,Downtown,"['Breakfast', 'Coffee and Tea', 'Sandwich']",$,3.8,59
373,17116467,Budina,West Chester,"['Asian', 'Thai']",$$,4.1,63
374,17114178,Peking Garden,Deer Park/Madeira,['Chinese'],$,3.5,44
375,17113425,Joe's Crab Shack,Campbell County,['Seafood'],$$,3.2,64
376,17112487,Chili Time,St Bernard/Elmwood Place,"['Sandwich', 'Chili']",$,4.1,55
377,17112988,Fred & Gari's,Downtown,"['Pizza', 'Sandwich', 'Healthy Food']",$,4.2,51
378,17116464,SuRa Korean Cuisine,Mason,['Korean'],$$,4.1,64
379,17116991,Five Boroughs Pizza,Cheviot/Westwood,"['Italian', 'Pizza', 'Sandwich']",$$,4.2,57
380,17113334,Iron Chef Grill,Symmes,"['Japanese', 'Sushi']",$$$,4.0,63
381,17114475,360 at the Radisson Hotel Cincinnati Riverfront,Covington,['American'],$$$,3.6,47
382,17114553,Santorini,Cheviot/Westwood,"['Breakfast', 'Diner', 'Greek']",$$,4.0,48
383,17113155,May-Thai,Milford,"['Chinese', 'Thai']",$,4.2,58
384,17112905,European Cafe,Montgomery,"['Breakfast', 'Mediterranean', 'Sandwich']",$,3.9,58
385,17116018,Sakura Steakhouse and Sushi,Cheviot/Westwood,"['Asian', 'Japanese', 'Sushi']",$$$,4.2,59
386,17112997,Friendly Stop Cafe,Springdale,"['Burger', 'Bar Food', 'Sandwich']",$,4.2,63
387,17113588,Laszlo's Iron Skillet,Withamsville,"['European', 'German']",$$,3.9,56
388,17112432,Cazadores,Mason,['Mexican'],$,4.0,65
389,17115933,Ikea Restaurant & Cafe,West Chester,"['Desserts', 'Diner', 'European']",$,3.7,52
390,17114605,Siam Orchid,Campbell County,"['Sushi', 'Thai']",$,4.1,61
391,17112534,Chipotle Mexican Grill,Clifton/Avondale,"['Fast Food', 'Mexican']",$,3.9,76
392,17114959,Taco Casa,Hyde Park/Mount Lookout,"['Fast Food', 'Tex-Mex']",$,3.7,63
393,17117648,Delhi Palace,Deer Park/Madeira,"['Indian', 'Vegetarian']",$$,3.8,47
394,17112248,Bruegger's Bagel Bakery,Clifton/Avondale,['Sandwich'],$,3.9,65
395,17117724,Gomez Salsa,Over-the-Rhine/Mount Auburn,['Mexican'],$,3.8,61
396,17113345,Izzy's,Downtown,['Sandwich'],$,3.9,73
397,17112876,El Rancho Grande,West Chester,['Mexican'],$,3.9,63
398,17116410,Cancun Mexican Bar & Grill,Norwood,['Mexican'],$,4.1,53
399,17116448,Red Pepper,Florence,"['Chinese', 'Sushi']",$,4.2,36
400,17114034,Old Spaghetti Factory,Fairfield,"['Desserts', 'Italian']",$,3.7,58
401,17112058,Bacall's Cafe,College Hill/Mt Healthy,"['Diner', 'Bar Food', 'Sandwich']",$$,4.0,64
402,17114395,Raja India,Mason,['Indian'],$$,4.0,62
403,17113265,Hibachi Master Japanese Steak House & Sushi Bar,Anderson Township,"['Japanese', 'Steak', 'Sushi']",$$,3.9,49
404,17112229,Breakfast Club Cafe,Lebanon,['Breakfast'],$,3.9,61
405,17113338,Greek To Me,Erlanger,"['Greek', 'Middle Eastern']",$,4.1,64
406,17117453,French Crust Cafe,Downtown,"['Cafe', 'Coffee and Tea', 'French']",$$,3.8,53
407,17113629,Log Cabin Inn,Independence,"['Breakfast', 'Sandwich', 'Steak']",$,3.7,43
408,17116053,Walt's Barbeque,Hamilton,"['BBQ', 'Southern']",$$,3.9,57
409,17114027,O'Malley's in the Alley,Downtown,"['Burger', 'Bar Food', 'Sandwich']",$,3.8,53
410,17116268,Five Guys Burgers and Fries,Norwood,['Fast Food'],$,3.8,53
411,17115205,Werkhaus Pizza,Cheviot/Westwood,"['Italian', 'Pizza', 'Sandwich']",$,4.1,61
412,17112870,El Picante,Loveland,['Mexican'],$,4.1,61
413,17112970,Floyd's,Clifton/Avondale,"['Greek', 'Middle Eastern', 'Vegetarian']",$,3.8,56
414,17112843,Dragon City No. 4,Cheviot/Westwood,['Chinese'],$,3.9,48
415,17112162,Blue Goose Sports Cafe The,Sharonville,"['Burger', 'Bar Food', 'Sandwich']",$$,3.8,55
416,17112560,Chung Ching,College Hill/Mt Healthy,"['Asian', 'Chinese']",$,4.1,48
417,17113763,Mason Grill,Mason,"['Breakfast', 'Burger', 'Diner']",$,4.0,48
418,17114629,Skip's Bagel Deli,Montgomery,['Sandwich'],$,4.2,59
419,17116981,Scrambler Marie's,Sharonville,"['American', 'French', 'Burger', 'Sandwich', 'Coffee and Tea']",$,3.6,34
420,17112973,Flying Pizza,Symmes,['Pizza'],$$,3.8,52
421,17113189,Gramma's Pizza,Anderson Township,['Pizza'],$,3.7,24
422,17114601,Shooters Sports Grill,Loveland,"['Pizza', 'Bar Food', 'Sandwich']",$$,3.8,36
423,17114754,Spinning Fork,Fairfield,['Italian'],$$,3.7,47
424,17116065,Cabana on the River,North Bend,"['Burger', 'Bar Food', 'Sandwich']",$$,3.8,47
425,17115817,Patterson's Cafe,Oxford,['Breakfast'],$,4.2,57
426,17116131,The Blind Lemon,Walnut Hills/Mount Adams,['Bar Food'],$,4.0,68
427,17117491,Red Feather Kitchen,Oakley/Pleasant Ridge,"['American', 'Tapas']",$$$,3.6,49
428,17112216,Boswell's,Northside,"['American', 'Burger', 'Bar Food']",$,3.8,56
429,17113927,Montoya's Mexican Restaurant,Crescent Springs/Fort Wright,['Mexican'],$$,4.1,60
430,17113374,Jansen Sweet Sinsations,Mason,"['Coffee and Tea', 'Desserts']",$,4.1,44
431,17112349,By Golly's Bar & Grill,Milford,"['American', 'Bar Food']",$$,3.7,55
432,17112590,Clough Crossings,Anderson Township,"['Bar Food', 'Sandwich', 'Steak']",$$$,4.0,51
433,17116347,Al Amir Cafe,Downtown,"['Mediterranean', 'Middle Eastern']",$,4.0,53
434,17116348,Grammas Pizza,Florence,"['Italian', 'Pizza', 'Sandwich']",$,3.9,45
435,17112954,First Wok,Hyde Park/Mount Lookout,['Chinese'],$,3.9,51
436,17112159,Blue Agave,Springdale,['Mexican'],$,4.0,49
437,17114216,Pepper Pod Restaurant,Campbell County,"['Breakfast', 'Diner', 'Sandwich']",$,3.7,53
438,17116300,Fusion Wok Sushi Bar,Colerain Township,"['Asian', 'Japanese', 'Sushi']",$$,4.1,40
439,17117390,Durum Grill,Blue Ash,"['Greek', 'Mediterranean', 'Turkish']",$,3.9,46
440,17113197,Grand Oriental,Symmes,"['Asian', 'Chinese', 'Dim Sum']",$$,4.0,49
441,17112551,Chopstick Chinese,Florence,['Chinese'],$,4.3,48
442,17114252,Pirate's Cove Tropical Bar & Grill,East End/Mount Washington,"['Bar Food', 'Seafood']",$$,2.4,42
443,17112507,China Gourmet,Hyde Park/Mount Lookout,"['Chinese', 'Vegetarian']",$$,3.8,55
444,17113267,Highland Coffee House,Clifton/Avondale,"['Coffee and Tea', 'Sandwich', 'Vegetarian']",$,4.0,59
445,17117485,A Tavola,Deer Park/Madeira,"['Desserts', 'Italian', 'Pizza']",$$,3.7,40
446,17115802,Fiesta Charra,Oxford,['Mexican'],$,4.3,60
447,17116209,Everything Bagels,Union Township,"['Desserts', 'Bagels']",$,4.2,37
448,17112667,Crossroads Sports Bar and Grill,Monfort Heights/White Oak,"['Burger', 'Bar Food', 'Sandwich']",$,4.0,39
449,17114613,Silverglades on 8th,Downtown,"['Breakfast', 'Sandwich', 'Healthy Food']",$,3.9,56
450,17112039,Athenian Restaurant,Sharonville,['Greek'],$,3.7,46
451,17116607,Eli's Sports Bar & Grill,West Chester,"['Burger', 'Bar Food', 'Sandwich']",$,3.4,42
452,17114010,Noodles & Company,Hyde Park/Mount Lookout,"['Asian', 'Fast Food']",$,3.8,55
453,17117427,Butt Shack BBQ Grill,Fairfield,"['American', 'BBQ', 'Pizza']",$$,3.6,39
454,17112080,Tong's Thai,Milford,['Thai'],$,4.1,48
455,17114154,Parkside Café,Walnut Hills/Mount Adams,"['Breakfast', 'Diner', 'Sandwich']",$,3.8,40
456,17115914,Los Panchos Restaurant & Cantina,Colerain Township,['Mexican'],$,4.2,47
457,17115049,Tucker's Whippy Dip,Mason,['Desserts'],$,4.5,61
458,17111901,Alreddy Coffee & Cafe,Sharonville,"['Coffee and Tea', 'Sandwich']",$,4.0,45
459,17117016,The Public House,Cheviot/Westwood,"['Burger', 'German', 'Pizza']",$$$,4.0,51
460,17117012,Tacos Locos,Oakley/Pleasant Ridge,['Mexican'],$,4.0,44
461,17114416,Reality Tuesday Cafe,Crescent Springs/Fort Wright,['Coffee and Tea'],$,4.1,48
462,17116987,Silver Ladle,Downtown,"['Burger', 'Chili']",$,3.9,45
463,17117386,Arrechissimo,Deer Park/Madeira,"['Caribbean', 'International', 'Latin American']",$$,3.8,42
464,17112060,Back Porch Saloon,West Chester,"['Burger', 'Bar Food', 'Sandwich']",$,3.8,52
465,17114473,Riverfront Pizza,Covington,"['Pizza', 'Bar Food', 'Sandwich']",$,3.7,50
466,17117160,Hwy 55 Burgers Shakes & Fries,Union Township,"['Burger', 'Diner', 'Sandwich']",$,3.4,29
467,17113996,Nick & Tom's Restaurant & Bar,Cheviot/Westwood,"['American', 'Seafood']",$$,3.9,41
468,17114420,Red Fox Grill,Downtown,"['Breakfast', 'Sandwich']",$,3.8,38
469,17117870,Udupi Café,Sharonville,"['Indian', 'Vegetarian']",$,3.5,30
470,17112071,Bangkok Express,Symmes,"['Asian', 'Chinese', 'Thai']",$,4.0,48
471,17116154,Nick's American Cafe,Cleves,"['American', 'Breakfast', 'Diner']",$,3.9,32
472,17115904,J. Gumbo's,Downtown,"['Fast Food', 'Cajun']",$,3.8,51
473,17112367,Café de Paris,Downtown,"['American', 'French', 'Sandwich']",$$,3.8,48
474,17112985,Fox and Hound Pub & Grille,Mason,['American'],$,3.4,49
475,17113411,Jet's Pizza,Mason,"['Pizza', 'Sandwich']",$,3.8,49
476,17116097,Raymond's Pizza,West Chester,"['Italian', 'Pizza']",$,4.2,45
477,17117191,The Elusive Cow Cafe,Campbell County,"['American', 'Sandwich', 'Vegetarian']",$$,3.8,37
478,17113862,Mei Japanese,Montgomery,"['Japanese', 'Sushi']",$$,3.8,41
479,17112891,Empire Buffet,Crescent Springs/Fort Wright,['Chinese'],$$,3.8,42
480,17117971,Krueger's Tavern,Over-the-Rhine/Mount Auburn,"['American', 'Burger', 'Sandwich']",$,3.7,35
481,17116000,Iris Book Cafe,Over-the-Rhine/Mount Auburn,"['Coffee and Tea', 'Sandwich', 'Tea']",$,3.9,52
482,17117995,Mardi Gras on Madison,Walnut Hills/Mount Adams,"['Seafood', 'Cajun']",$$,3.8,31
483,17114357,Proud Rooster Restaurant,Clifton/Avondale,"['Diner', 'Sandwich']",$,4.0,45
484,17114041,Olive Garden Italian Restaurant,Florence,['Italian'],$$,3.8,56
485,17115924,Asiana Korean Restaurant,West Chester,"['Asian', 'Korean']",$$,4.0,49
486,17116060,McCauley's Pub,Sharonville,"['Pizza', 'Bar Food']",$,4.4,36
487,17114012,North College Hill Bakery,College Hill/Mt Healthy,['Desserts'],$,4.1,48
488,17115087,Victory Bakery & Grill,West Chester,"['Bakery', 'French']",$,3.9,35
489,17113220,Green Derby,Campbell County,"['Burger', 'Bar Food', 'Sandwich']",$,3.1,36
490,17114438,Red Squirrel,Colerain Township,"['Breakfast', 'Diner', 'Sandwich']",$,4.1,39
491,17113547,LaRosa's Pizzeria,Cheviot/Westwood,['Pizza'],$$,3.7,56
492,17113759,Martino's on Vine,Clifton/Avondale,"['Italian', 'Pizza', 'Sandwich']",$$,3.6,46
493,17115784,Kona Bistro & Coffee Bar,Oxford,"['Coffee and Tea', 'Sandwich']",$$,3.9,46
494,17116959,1215 Wine Bar & Coffee Lab,Over-the-Rhine/Mount Auburn,['Coffee and Tea'],$,4.0,48
495,17112618,College Hill Coffee Co. and Casual Gourmet,College Hill/Mt Healthy,"['Breakfast', 'Coffee and Tea', 'Sandwich']",$,3.8,51
496,17113527,La Petite France,Sharonville,['French'],$$$,3.5,46
497,17112024,Arlin's Restaurant and Beer Garden,Clifton/Avondale,['American'],$,3.7,51
498,17114997,Texas Roadhouse,Milford,"['American', 'BBQ', 'Steak']",$$$,3.9,50
499,17116206,Lydia's On Ludlow,Clifton/Avondale,"['Cafe', 'American']",$$,3.7,43
500,18429609,Pies & Pints Cincinnati,Downtown,"['Pizza', 'American', 'Pub Food']",$$$,3.0,7
501,17115102,"Vinoklet Winery, Restaurant, & Vineyard",Colerain Township,"['American', 'Steak']",$$$,3.6,30
502,17112449,Chart House,Campbell County,"['American', 'Seafood', 'Steak']",$$$,3.7,49
503,17115559,Kim's Korean,Harrison,"['Asian', 'Korean', 'Vegetarian']",$$,4.0,39
504,17114452,Rib City,Springdale,"['BBQ', 'Sandwich', 'Southern']",$$,3.8,37
505,17115312,McCoy's Place Bar and Grill,Colerain Township,"['Burger', 'Bar Food', 'Sandwich']",$,4.1,30
506,17117245,Old Bag of Nails,Mason,"['Burger', 'Sandwich', 'Seafood']",$$,3.6,32
507,17117492,Bistro Grace,Northside,"['European', 'American']",$$$,3.6,39
508,17117316,Keystone Bar & Grill,Clifton/Avondale,"['Burger', 'Bar Food', 'Sandwich']",$,3.4,36
509,17114711,Smokey Bones Bar & Fire Grill,West Chester,"['American', 'BBQ', 'Burger']",$$,3.4,47
510,17114875,Sukhothai Thai Cuisine,Montgomery,['Thai'],$$,3.7,51
511,17115259,Willie's Sports Cafe,Cheviot/Westwood,"['Burger', 'Bar Food']",$,3.5,42
512,17114504,Roosters,Springdale,"['Burger', 'Bar Food', 'Sandwich']",$,3.7,40
513,17112706,Dave & Busters,Springdale,"['Burger', 'Bar Food', 'Sandwich']",$$,3.5,47
514,17114392,Rafferty's,Florence,"['Bar Food', 'Sandwich', 'Steak']",$$,3.6,42
515,17115324,Barnesburg Tavern and Grille,Colerain Township,"['Burger', 'Bar Food', 'Steak']",$$,3.9,36
516,17112170,Bluebird Bakery,Springdale,"['Coffee and Tea', 'Sandwich']",$,3.8,29
517,17113779,McAlister's Deli,Mason,"['Fast Food', 'Sandwich']",$,3.7,48
518,17117309,Jefferson Social,Downtown,"['Mexican', 'Bar Food']",$$,3.4,38
519,17116625,The Varsity Sports Bar And Grill,Anderson Township,"['Burger', 'Bar Food', 'Sandwich']",$,3.7,38
520,17114542,Salvadore's Pizzeria,Erlanger,['Pizza'],$,4.4,47
521,17116804,Bamboo House,Cheviot/Westwood,"['Asian', 'Japanese', 'Sushi']",$$$,3.7,26
522,17117081,Goodfellows Bar and Grill,Anderson Township,"['Burger', 'Pizza', 'Sandwich']",$$,4.0,40
523,17113509,Knuk N' Futz,Crescent Springs/Fort Wright,"['American', 'Burger', 'Sandwich']",$$,4.3,44
524,17113430,Johnny Chan 2,Symmes,"['Chinese', 'Sushi']",$$,3.7,47
525,17116237,Areti's Gyros,Over-the-Rhine/Mount Auburn,"['Greek', 'Mediterranean', 'Chili']",$,3.8,45
526,17112521,China Moon,Blue Ash,['Chinese'],$,4.1,33
527,17116002,Front Street Cafe,New Richmond,"['American', 'European', 'Sandwich']",$$,3.7,39
528,17116591,Putters Sports Grill,Maineville,"['Burger', 'Bar Food', 'Sandwich']",$,3.7,44
529,17116157,El Barzon Mexican Restaurant,Trenton,['Mexican'],$$,4.4,29
530,17115326,Tag's Café and Coffee Bar,Colerain Township,"['Breakfast', 'Coffee and Tea', 'Sandwich']",$,3.9,28
531,17116208,Fuji Steakhouse,Union Township,"['Japanese', 'Steak', 'Sushi']",$$$,3.9,41
532,17115808,Steinkeller,Oxford,"['German', 'Bar Food']",$$,3.9,51
533,17114899,Szechuan House,Sharonville,['Chinese'],$,4.2,42
534,17115944,Logan's Roadhouse,Colerain Township,"['American', 'Bar Food', 'Steak']",$$,3.7,42
535,17112208,Bonnie Lynn Bakery,Blue Ash,"['Breakfast', 'Sandwich']",$,4.0,39
536,17114536,Salem Gardens,East End/Mount Washington,"['Burger', 'Bar Food', 'Sandwich']",$,3.9,50
537,17115498,Sunnyside Grill,Colerain Township,"['American', 'Breakfast', 'Chili']",$,4.1,35
538,17112524,China Town Buffet,Milford,"['Chinese', 'Asian']",$$$,4.0,45
539,17114484,Rohs Street Cafe,Clifton/Avondale,['Coffee and Tea'],$,3.9,43
540,17113417,Jimmy John's,Clifton/Avondale,['Sandwich'],$,3.9,52
541,17111867,915 Pub and Grill,Campbell County,"['Burger', 'Bar Food', 'Sandwich']",$,3.9,41
542,17113893,Mio's Pizzeria,East End/Mount Washington,['Pizza'],$$,3.7,46
543,17112981,Fortune Express,College Hill/Mt Healthy,['Chinese'],$$,4.2,36
544,17114068,P & S Restaurant,Colerain Township,"['Breakfast', 'Diner', 'Chili']",$,3.9,31
545,17112673,Culver's,Mason,"['Burger', 'Desserts', 'Fast Food']",$,3.9,52
546,17117278,Mango Tree Thai & Sushi,Plaineville,"['Asian', 'Sushi', 'Thai']",$$,3.8,38
547,17114366,Putters Sports Grill,West Chester,"['American', 'Burger', 'Sandwich']",$$,3.7,44
548,17114044,Ollie's Trolley,Over-the-Rhine/Mount Auburn,"['BBQ', 'Burger', 'Southern']",$,3.8,40
549,17114615,Silverton Cafe,Deer Park/Madeira,"['Burger', 'Diner', 'Sandwich']",$,3.7,36
550,17117044,El Trio Mexican Grill,Plaineville,"['Mexican', 'Tex-Mex']",$,3.8,31
551,17117999,Krimmer's Italianette Pizzeria,College Hill/Mt Healthy,"['Italian', 'Pizza']",$$,3.6,29
552,17112241,Brotherton's Family Restaurant,College Hill/Mt Healthy,"['American', 'Diner', 'Sandwich']",$$,3.8,39
553,17115317,Avril-Bleh & Sons,Downtown,"['Desserts', 'Sandwich']",$,3.9,49
554,17116996,Rancho Grande,Cold Spring/Alexandria,"['Mexican', 'Tex-Mex']",$,3.6,13
555,17115682,Stefano's Italian Cafe,Middletown,"['Italian', 'Pizza', 'Seafood']",$$,4.0,42
