,rest_id,rest_name,locality,cuisines,cost_for_two,ratings,votes
556,17117113,Mac's Pizza Pub,Fairfax,"['Pizza', 'Bar Food', 'Sandwich']",$$,3.7,35
557,17111863,1st Wok,Anderson Township,['Chinese'],$,4.2,44
558,17115084,Venice on Vine,Over-the-Rhine/Mount Auburn,"['Desserts', 'Pizza', 'Sandwich']",$,3.6,40
559,17115268,Win Wok,Anderson Township,['Chinese'],$,4.1,40
560,17113260,Henke Winery,Cheviot/Westwood,"['Italian', 'Pizza']",$$,3.9,45
561,17115034,Tostado's Bar & Grill,East End/Mount Washington,"['International', 'Bar Food']",$,3.4,41
562,18404505,Two Cities Pizza Co.,Mason,"['American', 'Pizza']",$$$,3.3,12
563,17113688,Ludlow-Bromley Yacht Club,Covington,"['American', 'Seafood']",$$,4.0,45
564,17114607,Sidewinder Coffee & Tea,Northside,"['Coffee and Tea', 'Sandwich']",$,3.5,46
565,17113764,Matsuya Japanese,Florence,"['Japanese', 'Sushi']",$$,3.9,42
566,17114593,Shakey's Pub & Grub,Florence,"['Burger', 'Bar Food', 'Sandwich']",$,3.9,40
567,17115905,Tousey House Tavern,Burlington,"['Southern', 'Steak']",$$$,3.9,43
568,17112620,Colonial Cottage,Erlanger,"['American', 'Breakfast']",$$$,3.6,41
569,17116855,Eli's BBQ,Over-the-Rhine/Mount Auburn,"['BBQ', 'Sandwich']",$,3.8,36
570,17113654,LongHorn Steakhouse,Hyde Park/Mount Lookout,"['Burger', 'Bar Food', 'Steak']",$$$,3.5,39
571,17117428,The Capital Grille,Norwood,['American'],$$$$,3.6,29
572,17112047,Awakenings Coffee & Tea,Hyde Park/Mount Lookout,"['Coffee and Tea', 'Desserts']",$,3.9,46
573,17115406,Los Cabos Mexican Restaurant,Amelia,['Mexican'],$$,4.0,41
574,17115788,Mac & Joe's,Oxford,"['Burger', 'Bar Food', 'Sandwich']",$,3.8,46
575,17116384,Fireside Pizza,Walnut Hills/Mount Adams,['Pizza'],$,3.8,28
576,17117202,Mad Mike's Burgers and Fries,Campbell County,['Burger'],$,3.8,36
577,18346501,Maplewood Kitchen and Bar,Downtown,"['American', 'Coffee and Tea']",$$,3.6,19
578,17112479,Chicken on the Run,Deer Park/Madeira,['American'],$,4.0,32
579,17113301,House of Sun,Sharonville,['Chinese'],$,3.8,34
580,17116487,Topper's Pizza,Clifton/Avondale,"['Pizza', 'Bar Food']",$,3.8,41
581,17114968,Tandoor India Restaurant,Montgomery,"['Indian', 'Vegetarian']",$$,3.8,39
582,17117845,Redondo Taqueria,Campbell County,['Mexican'],$,3.3,20
583,17117387,Jason's Deli,Norwood,"['Sandwich', 'Healthy Food']",$,3.6,33
584,17117934,Bamboo Kitchen,Deer Park/Madeira,"['Chinese', 'Thai', 'Vietnamese']",$$,3.6,31
585,17113077,Giminetti Baking Company,Walnut Hills/Mount Adams,['Sandwich'],$,4.1,42
586,17117159,DiBellas Old Fashioned Submarines,Blue Ash,['Sandwich'],$$,3.5,40
587,17116276,Bangkok Express,Downtown,['Thai'],$,3.9,32
588,17116210,The Wise Owl,West Chester,['Tapas'],$$,3.9,36
589,17114455,Richards Pizza,Hamilton,"['Italian', 'Pizza', 'Sandwich']",$,3.9,45
590,17116501,MOTR Pub,Over-the-Rhine/Mount Auburn,['Pub Food'],$$,3.8,47
591,17117469,Carabello Coffee,Campbell County,['Coffee and Tea'],$,3.7,22
592,17117268,The Spread Buffet,Downtown,['International'],$$,3.5,25
593,17116541,El Picante,Maineville,['Mexican'],$,3.9,39
594,17117033,Kirby's,Loveland,"['American', 'Burger', 'Cajun']",$$,3.6,37
595,17116491,Mi Tierra,Crescent Springs/Fort Wright,['Mexican'],$$,3.8,29
596,17117205,Tikka Grill,West Chester,"['Greek', 'Mediterranean', 'Sandwich']",$,3.7,32
597,17115929,Lucy Blue,Downtown,['Pizza'],$,3.7,46
598,17117842,Arthur's Cafe,Anderson Township,"['American', 'Burger', 'Bar Food']",$$,3.8,33
599,17116046,Whipty-Do!,Landen,"['Desserts', 'Ice Cream']",$,3.9,38
600,17117046,Cupcake Crazy,Deer Park/Madeira,['Desserts'],$,3.3,25
601,17112530,Chinese Imperial Inn,Sharonville,"['Asian', 'Chinese', 'Seafood']",$,4.0,28
602,17113167,Golden Dragon White Oak,Monfort Heights/White Oak,"['Asian', 'Chinese', 'Thai']",$$,4.1,41
603,17112607,Coffee Please,Deer Park/Madeira,"['Coffee and Tea', 'Sandwich']",$,4.1,39
604,17117092,La Cazuela Mexican Grill & Bar,Hamilton,"['Mexican', 'Tex-Mex']",$$,3.6,28
605,17756555,Sweets & Meats Bbq,East End/Mount Washington,"['BBQ', 'Southern', 'Bubble Tea']",$$,3.4,11
606,17113993,N.Y.P.D. Pizza,Cheviot/Westwood,['Pizza'],$,3.7,37
607,17112086,Barleycorn's Lakeside Park,Crescent Springs/Fort Wright,"['Burger', 'Bar Food', 'Sandwich']",$$,3.8,40
608,17115430,Mama's Grill,Williamsburg,"['American', 'Breakfast', 'Burger']",$,4.0,25
609,17117104,Hello Honey,Downtown,['Desserts'],$,3.6,32
610,17116443,Caribe Carryout,Clifton/Avondale,"['Caribbean', 'Cuban']",$,3.8,30
611,17114585,Servatii Pastry Shop & Deli,Anderson Township,['Sandwich'],$,3.9,38
612,17116859,MVP Sports Bar and Grille,Deer Park/Madeira,"['Burger', 'Bar Food']",$$,3.6,26
613,17115013,Tina's,Downtown,"['Burger', 'Bar Food', 'Sandwich']",$,3.7,32
614,17115288,Young's Kitchen,East End/Mount Washington,"['Asian', 'Chinese', 'Sushi']",$$,3.9,33
615,17113659,Charred Oak Bistro,Walnut Hills/Mount Adams,"['American', 'Burger', 'Bar Food']",$$,3.2,32
616,17115552,El Mariachi Mexican Restaurant,Harrison,"['Mexican', 'Tex-Mex']",$,3.7,22
617,17116623,Orange Leaf Frozen Yogurt,Deer Park/Madeira,['Desserts'],$,3.5,28
618,17114898,Szechuan Garden Bistro,Crescent Springs/Fort Wright,"['Asian', 'Chinese', 'Thai']",$$,3.8,25
619,17116241,Rick's Tavern & Grille,Fairfield,"['American', 'Burger', 'Bar Food']",$$,3.6,27
620,17116995,Café DeSales,Walnut Hills/Mount Adams,"['Breakfast', 'Coffee and Tea', 'Sandwich']",$,3.8,28
621,17117063,C'est Cheese,Downtown,"['Fast Food', 'Sandwich']",$,3.4,36
622,17114627,Skally's,College Hill/Mt Healthy,"['American', 'Pizza']",$,3.9,25
623,17114461,Silverton Donut Shop,Deer Park/Madeira,"['Breakfast', 'Coffee and Tea', 'Donuts']",$,4.1,38
624,17112064,Bagel Brothers,Clifton/Avondale,"['Bagels', 'Sandwich']",$,4.0,38
625,17115712,Butterbee's Neighborhood Grille,Mount Orab,['American'],$,3.8,28
626,17113663,Lookout Joe's,Hyde Park/Mount Lookout,"['Breakfast', 'Coffee and Tea', 'Sandwich']",$,3.9,41
627,17117288,Rusty Bucket Restaurant and Tavern,Mason,"['Burger', 'Bar Food', 'Sandwich']",$$,3.3,30
628,17116294,Washington Square Cafe,Burlington,"['American', 'Breakfast', 'Sandwich']",$$,3.8,29
629,17114982,Tavern on the Hill,Walnut Hills/Mount Adams,"['Burger', 'Pizza', 'Bar Food']",$$,3.7,35
630,17112272,Buffalo Wild Wings,Hyde Park/Mount Lookout,['Bar Food'],$$,3.4,33
631,17115074,UNO Pizzeria & Grill,West Chester,"['Burger', 'Pizza', 'Bar Food']",$$,3.7,40
632,17115562,Market Street Grille,Harrison,['American'],$$,3.7,30
633,17112493,China Chef,Colerain Township,['Chinese'],$,3.8,29
634,17116692,Turophilia Quesadillas,Downtown,"['Fast Food', 'Southwestern']",$,3.9,37
635,17115785,La Bodega Delicatessen,Oxford,"['Sandwich', 'Healthy Food']",$,3.9,42
636,17117139,Chuy's,Florence,"['Mexican', 'Tex-Mex']",$,3.8,40
637,17115277,Wok of China,Cheviot/Westwood,['Chinese'],$,4.0,28
638,17117456,Cocoa Bites,Loveland,"['Coffee and Tea', 'Desserts', 'Tea']",$,3.4,12
639,17117056,Habesha Restaurant & Cafe,Cheviot/Westwood,['Ethiopian'],$,3.8,24
640,17116086,Eli's Sports Bar & Grill,Fairfield,"['Burger', 'Bar Food', 'Sandwich']",$,3.3,30
641,17116307,El Caporal Mexican Bar & Grill,Mason,"['Mexican', 'Tex-Mex']",$,3.6,37
642,17116986,Currito,Downtown,"['Mexican', 'Tex-Mex']",$,3.7,38
643,17115026,Tom's Papa Dino's Pizza,Florence,['Pizza'],$,4.1,34
644,17112137,Big Apple Bagels,Anderson Township,"['Pizza', 'Sandwich']",$,4.0,42
645,17115274,Wok Express,Springdale,['Chinese'],$,3.9,22
646,17117014,Taj India Cuisine,Anderson Township,"['Indian', 'Vegetarian']",$$,3.9,30
647,17116380,Rasheedah's Cafe II,College Hill/Mt Healthy,"['Caribbean', 'Diner', 'Southern']",$,4.2,24
648,17117217,Unwind Wine Bar,Hyde Park/Mount Lookout,"['Mediterranean', 'Vegetarian']",$,3.7,34
649,17117107,Poochie's Place,Amelia,"['Breakfast', 'Diner', 'Sandwich']",$,3.5,28
650,17117200,iPho Vietnamese Cuisine,Symmes,['Asian'],$,3.7,26
651,17117137,Kitchen 452,Walnut Hills/Mount Adams,[],$,3.8,25
652,17112996,Frieda's Desserts,Deer Park/Madeira,"['Breakfast', 'Desserts']",$,4.0,29
653,17117474,FUSIAN,Hyde Park/Mount Lookout,"['Asian', 'Japanese', 'Sushi']",$,3.6,30
654,17112331,Burrito Joe's,Downtown,['Mexican'],$,3.7,39
655,17115304,HD Beans & Brews Cafe,Deer Park/Madeira,"['Coffee and Tea', 'Sandwich', 'Bar Food']",$,3.8,27
656,17115048,Tucker's,Over-the-Rhine/Mount Auburn,"['Breakfast', 'Burger', 'Diner']",$,3.7,32
657,17114413,Raymond's Hong Kong Cafe,Walton,"['Asian', 'Breakfast', 'Chinese']",$$,3.7,31
658,17115803,Skipper's Pub,Oxford,"['Burger', 'Greek', 'Sandwich']",$,3.9,41
659,17113915,Moe's Southwest Grill,Mason,"['Fast Food', 'Tex-Mex']",$,3.6,37
660,17114422,Red Lobster,Forest Park,['Seafood'],$$,3.6,30
661,17116016,Schneider's Sweet Shop,Campbell County,['Desserts'],$,4.0,39
662,17117985,Gruff Pizzeria & Delicatessen,Covington,"['Pizza', 'Sandwich']",$,3.5,20
663,17116311,Laziz Grill & Bakery‎,West Chester,"['Coffee and Tea', 'Middle Eastern']",$,3.8,24
664,17117974,Korealistic,West Chester,"['Japanese', 'Korean', 'Sushi']",$$,3.3,20
665,17112518,China Kitchen,Clifton/Avondale,['Chinese'],$,3.9,31
666,17112836,Dragon City,College Hill/Mt Healthy,['Chinese'],$,3.9,35
667,17114897,Symphony Hotel and Restaurant,Over-the-Rhine/Mount Auburn,['Vegetarian'],$$$,3.5,20
668,17115313,The Summit,Northside,['European'],$$$,3.6,28
669,17116024,Al-Madina Market & Grill,Clifton/Avondale,"['Indian', 'Middle Eastern', 'Pakistani']",$,4.1,32
670,17116589,Miami Market,Milford,"['American', 'Italian', 'Sandwich']",$,3.9,23
671,17117768,Taste of India,Lebanon,"['Indian', 'Vegetarian']",$,3.6,29
672,17116373,Noces Pizzeria,Erlanger,"['Italian', 'Pizza', 'Sandwich']",$,3.8,34
673,17114877,Sun Garden,West Chester,['Chinese'],$,4.1,31
674,17113940,Mr. Gene's Dog House,Northside,"['Desserts', 'Fast Food']",$,3.9,32
675,17117050,RJ's Sports Pub,West Chester,['Bar Food'],$$,3.2,27
676,17117909,Fireside Pizza,Walnut Hills/Mount Adams,"['Pizza', 'Healthy Food']",$,3.7,21
677,17116180,BLOC Coffee Company,Price Hill/Fairmount,"['Coffee and Tea', 'Deli']",$,3.9,28
678,17116775,Velocity Bike & Bean,Florence,['Coffee and Tea'],$,3.8,17
679,17115081,Veg Head,Loveland,"['Pizza', 'Sandwich', 'Vegetarian']",$,3.9,28
680,17115091,Village Ice Cream Parlor,Lebanon,"['Desserts', 'Sandwich']",$,3.7,31
681,17116536,Barleycorn's Florence,Florence,"['Burger', 'Bar Food', 'Sandwich']",$$,2.5,28
682,17113293,Hooters,Campbell County,"['Burger', 'Bar Food', 'Sandwich']",$,2.6,30
683,17116799,Wishbone Tavern,Delhi,"['Burger', 'Bar Food']",$,3.6,27
684,17114588,Shadeau Breads,Over-the-Rhine/Mount Auburn,['Sandwich'],$,3.8,38
685,17112424,Cassano's Pizza & Subs,Fairfield,"['Fast Food', 'Pizza']",$,3.8,34
686,17117058,Sushi Cincinnati,Covington,"['Asian', 'Japanese', 'Sushi']",$$$,3.5,21
687,17112475,Chick-fil-A,West Chester,['Fast Food'],$,3.8,42
688,17113934,Mt. Lookout Tavern,Hyde Park/Mount Lookout,"['American', 'BBQ', 'Burger']",$,3.5,33
689,17117890,Cozy's Cottage,West Chester,"['American', 'Cafe']",$$$,3.4,22
690,17116511,Hibachi Grill & Buffet,Withamsville,"['Chinese', 'Japanese', 'Sushi']",$$,3.4,29
691,17115793,Paesano's Pasta House,Oxford,['Italian'],$$$,4.0,38
692,17116012,Fuji Steak House,Hamilton,"['Japanese', 'Steak', 'Sushi']",$$$,3.8,28
693,17117673,Avocados Cocina Mexicana,Cheviot/Westwood,"['Mexican', 'Tex-Mex']",$$,3.4,22
694,17117520,Happy's Pizza,Cheviot/Westwood,"['BBQ', 'Pizza', 'Sandwich']",$,2.3,19
695,17114089,Panera Bread,Blue Ash,['Sandwich'],$,3.7,36
696,17116874,Bon Chinese,Montgomery,"['Asian', 'Chinese', 'Dim Sum']",$$,3.6,29
697,17113775,Mayas Mexican,Florence,['Mexican'],$,3.8,29
698,17117499,Chopstick House,Cheviot/Westwood,['Chinese'],$,3.7,21
699,17117423,DJ's Sports Tavern,Springdale,[],$,3.2,25
700,17116988,Buz,East End/Mount Washington,"['Burger', 'Pizza', 'Bar Food']",$$$,3.8,34
701,17117956,The Mercer OTR,Over-the-Rhine/Mount Auburn,"['American', 'Italian']",$$$$,3.4,24
702,17116145,The DugOut,Burlington,"['American', 'Bar Food']",$,3.4,27
703,17112980,Ft. Wright Family Restaurant,Crescent Springs/Fort Wright,"['Breakfast', 'Diner', 'Sandwich']",$,3.9,31
704,17117689,Blaze Pizza,Mason,"['Pizza', 'Healthy Food']",$,3.6,31
705,17113218,Grecian Delight,Middletown,"['Greek', 'Mediterranean']",$,3.8,32
706,17112370,Caffe Barista & Deli,Downtown,"['Breakfast', 'Coffee and Tea', 'Sandwich']",$,3.9,31
707,17115990,Roosters,Milford,"['Pizza', 'Bar Food', 'Sandwich']",$,3.4,34
708,17117358,Red Roost Tavern,Downtown,[],$$,3.4,28
709,17112437,Century Inn,Springdale,"['American', 'Burger', 'Sandwich']",$$,3.8,33
710,17115314,Whit's Frozen Custard,Lebanon,['Desserts'],$,4.1,36
711,17113631,Logo's Sports Bar & Grill,Blue Ash,"['Burger', 'Bar Food', 'Sandwich']",$,3.8,33
712,17113304,Houston Inn,Mason,"['Bar Food', 'Seafood', 'Steak']",$$$,3.7,29
713,17116472,Cafe Bistro,Deer Park/Madeira,"['American', 'Sandwich']",$$$,3.9,32
714,17116736,Apple Spice Junction,Blue Ash,"['American', 'Sandwich', 'Healthy Food']",$,3.5,25
715,17112141,Big Dogs Pizza,West Chester,['Pizza'],$,4.0,34
716,17117883,Pho Kimmy,Sharonville,['Vietnamese'],$$,3.6,23
717,17116696,Bones' Burgers,Mason,['Burger'],$,3.4,22
718,17116358,Avenue Brew,Campbell County,"['Brazilian', 'Coffee and Tea']",$,3.6,25
719,17116551,Zoup! Fresh Soup Company,Clifton/Avondale,"['Sandwich', 'Vegetarian']",$,3.8,27
720,17116052,The Village Tavern,Montgomery,"['Burger', 'Pizza', 'Bar Food']",$,3.6,25
721,17116810,Aji Ichiban Japanese Steakhouse,Cheviot/Westwood,"['Japanese', 'Steak']",$$$,3.8,27
722,17117892,Marrakech Moroccan Cafe and Grill,Clifton/Avondale,"['Middle Eastern', 'Moroccan']",$,3.7,16
723,17113360,J.K.'s Chili,Deer Park/Madeira,"['Breakfast', 'Diner', 'Chili']",$,3.9,27
724,17115521,Hunan Palace,Georgetown,['Chinese'],$,3.1,2
725,17111917,Anderson Township Pub,Anderson Township,"['Burger', 'Bar Food', 'Sandwich']",$,3.7,29
726,17114739,Sophia's,Downtown,"['American', 'Greek', 'Sandwich']",$,4.0,26
727,17116091,Newtown Village Tavern,Newtown,"['American', 'Pizza', 'Bar Food']",$$,3.9,30
728,17113309,Hyde's Restaurant,Hamilton,"['Breakfast', 'Diner', 'Sandwich']",$,3.7,30
729,17115297,Zip Dip,Cheviot/Westwood,['Desserts'],$,3.9,35
730,17113178,Gourmet Chili,Campbell County,"['Diner', 'Chili']",$,3.6,24
731,17117528,Woots BBQ,Monfort Heights/White Oak,"['BBQ', 'Southern']",$,3.5,23
732,17114626,Sizzling Wok,Anderson Township,"['Asian', 'Chinese', 'Vegetarian']",$,4.0,28
733,17113677,Luckman Coffee Company,East End/Mount Washington,"['Coffee and Tea', 'Sandwich', 'Tea']",$,3.5,18
734,17114807,Stone's,Cheviot/Westwood,['American'],$,3.7,25
735,17115973,Teranga Restaurant,Wyoming/Arlington Heights/Reading,['African'],$,3.8,32
736,17116887,J. Gumbo's,Clifton/Avondale,"['Fast Food', 'Cajun']",$,3.6,29
737,17115035,Total Juice Plus,Downtown,"['Sandwich', 'Beverages', 'Vegetarian']",$,3.7,33
738,17116720,Marce's Sabor,Middletown,"['American', 'Caribbean', 'Latin American']",$$,3.7,20
739,17116921,Buffalo Wings & Rings,College Hill/Mt Healthy,"['Burger', 'Bar Food']",$,3.6,27
740,17117154,Tin Roof Bar,Downtown,"['Bar Food', 'Sandwich', 'Tex-Mex']",$,3.6,29
741,17113312,IHOP,Oakley/Pleasant Ridge,"['American', 'Breakfast']",$$,2.1,26
742,17116632,Heavenly Frosted Cupcakes,Burlington,['Desserts'],$,4.0,23
743,17116994,Tender Towne,Withamsville,['Fast Food'],$,3.4,24
744,17117692,Pieology Pizzeria,Clifton/Avondale,"['Pizza', 'Healthy Food']",$,3.5,22
745,17116077,Mt. Washington Creamy Whip & Bakery,East End/Mount Washington,['Desserts'],$,4.0,34
746,17114021,O'Charley’s Restaurant & Bar,Springdale,"['Burger', 'Bar Food', 'Sandwich']",$$,3.6,22
747,17117563,Pho 96 Vietnamese Noodles,West Chester,"['Breakfast', 'Vietnamese']",$,3.6,23
748,17113596,Lebo's bar & grill,East End/Mount Washington,['American'],$,3.3,21
749,17112460,Chester's Pizzeria,Hamilton,"['Italian', 'Pizza', 'Sandwich']",$$,4.1,30
750,17116542,New China Buffet,Campbell County,['Chinese'],$,3.5,25
751,17116118,Taqueria Cruz,Covington,['Mexican'],$,3.6,25
752,17115499,Ice Box Dairy Bar,Cleves,['Desserts'],$,3.7,20
753,17117203,Collective Espresso,Over-the-Rhine/Mount Auburn,['Coffee and Tea'],$,3.7,24
754,17116043,Whole Foods Market,Norwood,"['Coffee and Tea', 'International']",$$,3.7,36
755,17116753,Mi Camino Real,Mount Orab,"['Mexican', 'Tex-Mex']",$,3.7,13
756,17115281,Wyoming Pastry Shop,Wyoming/Arlington Heights/Reading,[],$,4.2,32
757,17113432,Johnny Chan Chinese,Symmes,['Chinese'],$,3.9,29
758,17117425,Red Rose Jems Pizzeria,College Hill/Mt Healthy,"['Italian', 'Pizza', 'Sandwich']",$$,3.7,25
759,17112666,Eli's Sports Bar & Grill,Mason,"['Burger', 'Bar Food', 'Sandwich']",$,3.5,28
760,17112914,Fantastic Wok,College Hill/Mt Healthy,['Chinese'],$,3.9,22
761,17115958,Hebron Brew Haus,Hebron,"['Burger', 'Pizza', 'Healthy Food']",$,3.7,24
762,17113518,Kremer's Market,Crescent Springs/Fort Wright,['Sandwich'],$,3.7,27
763,17114612,Silver Wok,Blue Ash,"['Asian', 'Chinese']",$,3.7,25
764,17117171,Piper's Cafe,Covington,"['Cafe', 'Desserts', 'Sandwich']",$$$,3.7,20
765,17113261,Herb & Thelma's Tavern,Covington,"['Burger', 'Chili']",$,3.9,27
766,17114160,Pasquale's Newport,Campbell County,"['Italian', 'Pizza', 'Sandwich']",$,3.7,28
767,17116861,Chaska Grill Pakistani & Indian Cuisine,West Chester,"['Indian', 'Pakistani']",$,3.5,25
768,17116742,James' Third Base,Mason,"['Bar Food', 'Sandwich', 'Chili']",$,3.5,23
769,17838478,Don Rigo,Amelia,"['Mexican', 'Tex-Mex']",$$,3.1,4
770,17112389,Cancun Restaurante,Colerain Township,['Mexican'],$,3.7,30
771,17116946,Dos Amigos,Springdale,"['Mexican', 'Tex-Mex']",$$,3.8,22
772,17114990,Terrace Cafe,Walnut Hills/Mount Adams,['Sandwich'],$$,3.4,15
773,17116320,Gyro Subs,West Chester,"['Mediterranean', 'Middle Eastern']",$,3.7,25
774,17113326,Indian Mound Cafe,Norwood,"['Burger', 'Bar Food']",$,3.7,25
775,17115077,Us Chili,Price Hill/Fairmount,['Chili'],$,3.5,19
776,17116069,Main Cup,Milford,['Coffee and Tea'],$,3.7,23
777,17113238,Gypsy Cafe,Clifton/Avondale,"['Coffee and Tea', 'Tea']",$$,4.0,26
778,17112685,The Daily Grind & Slice,Hamilton,"['Coffee and Tea', 'Pizza', 'Sandwich']",$,4.0,20
779,17114800,Steak 'n Shake - TEMPORARILY CLOSED,Oakley/Pleasant Ridge,['Fast Food'],$,2.7,23
780,17112111,Beef O'Brady's,Florence,"['Bar Food', 'Sandwich']",$,3.1,29
781,17112562,Chung Kiwha Korean Barbecue & Sushi,Florence,"['Korean', 'Sushi']",$$$$,3.7,27
782,17114064,Outback Steakhouse,Anderson Township,['Steak'],$$$,3.6,29
783,17116426,Marty's Hops & Vines,College Hill/Mt Healthy,[],$,3.8,31
784,17113191,El Rancho Grande,Cheviot/Westwood,['Mexican'],$$,3.7,26
785,17115934,Redtree Art Gallery and Coffee Shop,Oakley/Pleasant Ridge,['Coffee and Tea'],$,3.9,26
786,17116488,Fresh Table,Over-the-Rhine/Mount Auburn,"['Vegetarian', 'Healthy Food']",$$,3.6,24
787,17115757,45 East Bar & Grill,Oxford,"['Burger', 'Bar Food']",$$$,3.6,27
788,17116740,A Sweet Life,Colerain Township,['Desserts'],$,3.7,20
789,17112797,Donatos Pizza,Hyde Park/Mount Lookout,"['Pizza', 'Salad', 'American']",$$,3.5,27
790,17113672,Loveland Dairy Whip,Loveland,['Desserts'],$,3.8,30
791,17112516,China Island,Deer Park/Madeira,['Chinese'],$,3.7,23
792,17117193,Dos Amigos,Milford,['Mexican'],$,3.6,16
793,17114052,Orient,Downtown,"['Asian', 'Chinese', 'Vietnamese']",$,3.8,26
794,17116590,Taco Loco,Forest Park,['Mexican'],$,3.7,20
795,17113398,Jersey Mike's Subs,Hyde Park/Mount Lookout,['Sandwich'],$,3.8,30
796,17112643,Country Inn,Withamsville,['American'],$,3.8,20
797,17114576,Seeger's Meats & Deli,Lebanon,"['American', 'Sandwich', 'Seafood']",$,3.9,25
798,17114818,Sub Station II,Florence,['Sandwich'],$,3.6,23
799,17116403,Hot Head Burritos,Florence,"['Fast Food', 'Southwestern', 'Tex-Mex']",$,3.6,27
800,17112428,Casual Chinese,Campbell County,['Chinese'],$,3.7,29
801,17112444,Chan's Asian Wok,Cold Spring/Alexandria,"['Asian', 'Chinese']",$,3.9,27
802,17112869,El Mariachi II,Hamilton,"['Mexican', 'Vegetarian']",$,3.9,28
803,17117439,Flipdaddy's Burgers & Beers,Florence,"['Burger', 'Bar Food', 'Sandwich']",$$,3.4,22
804,17117190,Red Sesame Korean BBQ Truck,Florence,"['BBQ', 'Korean']",$,3.6,21
805,17843401,Cuban Pete Sandwiches,Downtown,['Sandwich'],$,3.6,15
806,17113983,New England Grinders,West Chester,"['Breakfast', 'Diner', 'Sandwich']",$,3.7,25
807,17114765,Stan the Donut Man,West Chester,['Donuts'],$,3.9,28
808,17112818,Donut Spot,Fairfield,"['Desserts', 'Donuts']",$,4.0,26
809,17116640,Firehouse Subs,Symmes,['Sandwich'],$,3.6,25
810,17117433,Sweet Heart Cafe,Colerain Township,"['Breakfast', 'Coffee and Tea', 'Sandwich']",$,3.6,18
811,17117466,Cavu Coffee,West Chester,"['Breakfast', 'Coffee and Tea', 'Tea']",$,3.6,20
812,17117301,Midwest Best BBQ & Creamery,Loveland,"['BBQ', 'Desserts', 'Healthy Food']",$,3.7,19
813,17113198,Grand Peking,West Chester,['Chinese'],$,4.0,26
814,17112661,Cricket Lounge,Downtown,['Sandwich'],$$,3.5,22
815,17112531,Chinese Lantern,Hamilton,"['Asian', 'Chinese']",$,3.9,26
816,17112430,Cathay Kitchen,Florence,"['Asian', 'Chinese', 'Dim Sum']",$$,3.8,24
817,17112653,Cracker Barrel Old Country Store,Sharonville,['American'],$,3.6,16
818,17117004,Velvet Smoke BBQ,Harrison,"['BBQ', 'Southwestern']",$$,3.7,22
819,17114349,Potbelly Sandwich Shop,Deer Park/Madeira,"['Fast Food', 'Sandwich']",$,3.6,32
820,17116765,Acapulco Mexican Restaurant,Lebanon,"['Mexican', 'Tex-Mex']",$$,3.8,27
821,17117266,Jack Binion's Steak,Downtown,"['Bar Food', 'Steak']",$$$$,3.3,14
822,17113030,Frisch's Big Boy,Fairfax,"['Breakfast', 'Burger', 'Diner']",$,3.6,21
823,17114371,Qdoba Mexican Grill,Blue Ash,"['Fast Food', 'Mexican']",$,3.7,34
824,17115567,Nick's Restaurant,Harrison,"['Burger', 'Sandwich', 'Chili']",$,3.7,24
825,17116425,Tokyo Dragon,Cold Spring/Alexandria,['Chinese'],$,3.4,22
826,17114190,Penn Station East Coast Subs,Clifton/Avondale,"['Fast Food', 'Sandwich']",$,3.8,31
827,17114757,Sports Page,Downtown,"['Breakfast', 'Desserts', 'Bar Food']",$,3.8,20
828,17117410,Newberry Bros. Coffee,Campbell County,"['Coffee and Tea', 'Desserts']",$,3.7,18
829,17114741,Sorrento's Restaurant & Lounge,Wyoming/Arlington Heights/Reading,['Italian'],$$,3.2,25
830,17116543,Cake Rack Bakery,Covington,"['Bakery', 'Coffee and Tea']",$,3.6,13
831,17116196,Sushi Nara,Oxford,"['Asian', 'Sushi']",$$,3.8,27
832,17112817,Donut Shop,Lebanon,['Donuts'],$,3.9,25
833,17111969,Applebee's,Cold Spring/Alexandria,['American'],$$,3.3,23
834,17112443,Chan's Asian Wok,Mason,"['Asian', 'Chinese']",$,3.7,24
835,17117251,Mediterranean King,Clifton/Avondale,"['Mediterranean', 'Middle Eastern', 'Vegetarian']",$$,3.7,22
836,17117977,Wingstop,Colerain Township,[],$,3.1,12
837,17116947,Wings on Brookwood,Hamilton,"['Burger', 'Bar Food']",$,3.6,18
838,17113157,Golden City,Cheviot/Westwood,['Chinese'],$,3.9,22
839,17116729,K-dots Family Restaurant,Cheviot/Westwood,"['Breakfast', 'Diner', 'Sandwich']",$,3.7,23
840,17112971,Flub's Dari-Ette,Hamilton,['Desserts'],$,4.1,31
841,17116011,China House,West Chester,['Chinese'],$,4.2,21
842,17112115,Beer Sellar,Campbell County,"['American', 'Bar Food', 'Sandwich']",$,2.5,22
843,17115090,Village Cellars,Lebanon,['Pizza'],$,3.8,24
844,17112995,Fricker's Sports Bar,College Hill/Mt Healthy,"['Burger', 'Bar Food', 'Sandwich']",$,3.5,21
845,17116005,The Redmoor,Hyde Park/Mount Lookout,['American'],$$,3.7,19
846,17117224,Veracruz Mexican Restaurant,Middletown,"['Mexican', 'Tex-Mex']",$,3.7,18
847,17111877,Abby's Pub & Grill,Cheviot/Westwood,"['Burger', 'Bar Food', 'Sandwich']",$$,3.7,21
848,17114085,Panda Garden,Fairfield,['Chinese'],$,3.9,24
849,17117656,The Littlefield,Northside,['Bar Food'],$$,3.7,18
